course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH(OH)CH3?,Propan-1-ol,Propan-2-ol,Butan-1-ol,Ethanol,B,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with CH3COCl/AlCl3 produces what?,Acetophenone,Toluene,Benzyl chloride,Phenol,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a noble gas?,Nitrogen,Oxygen,Krypton,Fluorine,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3COOCH3 with LiAlH4 followed by hydrolysis?,Methanol and ethanol,Ethanol only,Methanol only,Methanol and ethanal,A,,,,,,,,,,,,,,,,
CHE102,The hybridization of carbon in ethyne is,sp,sp2,sp3,sp3d,A,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds is least soluble in water?,CH3OH,CH3COOH,CH3(CH2)10OH,CH3CH2OH,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH=CH2 with HBr in the presence of peroxides?,1-Bromopropane,2-Bromopropane,Propyl bromide,No reaction,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of carboxylic acids?,High boiling points due to hydrogen bonding,Low reactivity,Non-polar,Insoluble in organic solvents,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2COOCH2CH3?,Ethyl butanoate,Methyl butanoate,Ethyl propanoate,Methyl propanoate,A,,,,,,,,,,,,,,,,
CHE102,What are the products of this reaction; 2Na + 2H2O?,2NaOH + H2,N2 + HNO3,NO2 + O2 + BaO,None of the above,A,,,,,,,,,,,,,,,,
CHE102,What is a halogen?,Member of group 19 or 0 in the periodic table,Most electronegative elements,Member of group 1,Member of group 2,B,,,,,,,,,,,,,,,,
CHE102,Which of the following elements is not a halogen?,H,Cl,I,Br,A,,,,,,,,,,,,,,,,
CHE102,Balance this equation; CH3COOH + NaOH,CH3COONa + H2O,NaCl + H2O,K2O,MgCl2 + H2O,A,,,,,,,,,,,,,,,,
CHE102,What is the principal use of lithium salts?,Treatment of certain mental disorder,Battery acid,Commercial train,Fertilizers,A,,,,,,,,,,,,,,,,
CHE102,Potassium sulphate and phosphate are used as,Battery electrolyte,Electrodes,Fertilizers,Fermentation,C,,,,,,,,,,,,,,,,
CHE102,The major use of bromine is in,Production of insecticides,Isolation of metals,Finding of worms,Grilling of meat,A,,,,,,,,,,,,,,,,
CHE102,Calcium carbide is used in,Calcinations,Production of acetylene used for welding purposes,Rat poisoning,Chrome plating,B,,,,,,,,,,,,,,,,
CHE102,Complete the following reactions; 2Na + Cl2 ?,2NaCl,BaSO4,MgO,PbSO4,A,,,,,,,,,,,,,,,,
CHE102,The products of pyrolysis of 2NaNO3 are,2NaNO2 + O2,NaCl,KCl,PbO,A,,,,,,,,,,,,,,,,
CHE102,Sodium and potassium are best prepared by,Hydrolysis of their salts,Electrolysis of their eutectic mixtures,Reaction of their oxides with carbon,Reduction of their oxides with hydrogen,B,,,,,,,,,,,,,,,,
CHE102,Complete this reaction Zn + 2HCl ?,ZnO + O2,MgO + H2,ZnCl2 + H2,ZnO + HCl,C,,,,,,,,,,,,,,,,
CHE102,Complete this reaction; 2Na + 2NH3 ?,NaH2,NaCl,NaHg,NaNH2 + H2,D,,,,,,,,,,,,,,,,
CHE102,Radium is not stable because it is,Radioactive with short half-life,Very stable,Dormant,Ionic,A,,,,,,,,,,,,,,,,
CHE102,The product of the pyrolysis of Ca(NO3)2 are,Ammonia,Oxide,CaO + NO2 + O2,Barite,C,,,,,,,,,,,,,,,,
CHE102,The reaction between Ca(HCO3)2 and 2HCl produces,CaCl2 + H2O + CO2,CaSO4,Ca3PO4,MnO,A,,,,,,,,,,,,,,,,
CHE102,Ionization energy decreases along the period,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Ionization energy increases along the period,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Atomic radius decreases along the period,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Atomic radius increases along the period,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Ionization energy decreases down the group,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Ionization energy increases down the group,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Atomic radius decreases down the group,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Atomic radius increases down the group,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Atomic radius remains unchanged down the group,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Sodium chloride is less soluble in water than in solution of sodium sulphate,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Potassium chloride is more soluble in water than in solution of sodium chloride,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Balance the equation 2LiH + H2O ?,Li3N,LiF,LiCl,LiOH + H2,D,,,,,,,,,,,,,,,,
CHE102,Balance the equation, Na2O + H2SO4 ?,Na2SO4 + H2O,NaOH,NaCl,KCl,A,,,,,,,,,,,,,,,
CHE102,Balance the equation CaC2 + 2H2O ?,C2H2 + Ca(OH)2,CaO,CaOCl,Ca3(PO4)2,A,,,,,,,,,,,,,,,,
CHE102,Mention the use of CaCO3,Manufacture of cement,Blending of salt,Cure of hepatitis,Production of acetylene,A,,,,,,,,,,,,,,,,
CHE102,The most abundant element in the earth crust is,Oxygen,Argon,Neon,Krypton,A,,,,,,,,,,,,,,,,
CHE102,Lithium hydride is an example of,Interstitial hydride,Ionic hydride,Covalent hydride,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Lithium hydride is an example of,Interstitial hydride,Ionic hydride,Covalent hydride,None of the above,C,,,,,,,,,,,,,,,,
CHE102,Which of these is not a hydride,Methane,LiH,MgH2,CaCl2,D,,,,,,,,,,,,,,,,
CHE102,Diamond has which hybridization?,Sp,Sp2,Sp3,Spd,C,,,,,,,,,,,,,,,,
CHE102,Graphite has which hybridization?,Sp,Sp2,Sp3,Spd,B,,,,,,,,,,,,,,,,
CHE102,What is the major source of francium?,Nuclear reactor,Nitrogen,Gallium,Cocaine,A,,,,,,,,,,,,,,,,
CHE102,Barite is the source of,Barium,Strontium,Silver,Gold,A,,,,,,,,,,,,,,,,
CHE102,Is graphite convertible to diamond?,Yes,No,Uncertain,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Electrolysis of water produces,Hydrogen and oxygen,Nitrogen and coke,Cola nut,Bitter cola,A,,,,,,,,,,,,,,,,
CHE102,Balance this equation; Sr(OH)2 + 2HNO3 ?,Sr(NO3)2 + 2H2O,BaSO4,BaO,Phosphorus,A,,,,,,,,,,,,,,,,
CHE102,Balance the reaction’s equation; CaC2 + N2 ?,Chlorine,Argon,Ca(CN)2,Methane,C,,,,,,,,,,,,,,,,
CHE102,What is a crystal?,A solid with lattice points occupied by ions, atoms or molecule,Glass,Cold room,Liquid,A,,,,,,,,,,,,,,,
CHE102,Example of amorphous solid is,Gold,Glass,Silver,Mites,B,,,,,,,,,,,,,,,,
CHE102,The product of this reaction Ca + 2C is,CaC2,Mallot,Margot,Mould,A,,,,,,,,,,,,,,,,
CHE102,What is a metal?,A malleable, ductile, lustrous solid that conducts electricity and heat,Perforator,Plate,Insulator,A,,,,,,,,,,,,,,
CHE102,The characteristics of alkali metal compounds is that they are,White and form colourless solution in water,Insoluble in water,Black in colour,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is otherwise known as grain alcohol?,Propanol,Butanol,Ethanol,Methanol,C,,,,,,,,,,,,,,,,
CHE102,Alcohols have higher boiling points than do alkanes of similar molecular weight because,Oxygen is present in alcohols which is deficient in alkanes,Strong ionic bonding is present in alcohols while covalent bonding is present in alkanes,Interaction between oxygen of the hydroxyl group with other molecules of alcohols which is absent in alkanes,Alkanes are largely hydrocarbons which mostly are in gaseous states,C,,,,,,,,,,,,,,,,
CHE102,The carbon atom bonded to a hydroxyl group is called,carbol,carbocation,carbinol,carbene,C,,,,,,,,,,,,,,,,
CHE102,Predict the product or products of this reaction.,CH3CH2C=CNa,CH3CH2C=CNH2,CH3CH2C=CNaNH2,CH3CH2CH=CNa,A,,,,,,,,,,,,,,,,
CHE102,Predict the product or products of this reaction.,(CH3CH2)3Br + HBr,(CH3CH2)3CBr + HBr,(CH3CH2)3HBr + HBr,(CH3CH2)2Br + HBr,B,,,,,,,,,,,,,,,,
CHE102,What are hydrocarbons?,Compounds containing only the elements carbon called hydrocarbons,Compounds containing only the elements carbon and oxygen are called hydrocarbons,Compounds containing the elements carbon, hydrogen and oxygen are called hydrocarbons,Compounds containing only the elements carbon and hydrogen are called hydrocarbons,D,,,,,,,,,,,,,,,
CHE102,Choose one which does not belong to this set: C2H2, C3H4, C3H6,C3H6,C2H2,C3H4,None of the above,A,,,,,,,,,,,,,,
CHE102,An organic compound A with the formula C2H6O gives the compound B with the same number of carbon atoms when oxidized, which further undergoes oxidation to acetic acid. Identify the compound A.,Acid,Ethanol,Aldehyde,Ketone,B,,,,,,,,,,,,,,,
CHE102,What are the products of reaction between ethanol and concentrated sulphuric acid at 170oC?,Ethene,Propene and water,Ethene and water,Butene,C,,,,,,,,,,,,,,,,
CHE102,In a molecule of a hydrocarbon, the number of 'C' atoms is '5'. What will be its formula if it is an alkyne?,C5H10,C5H12,C5H8,C5H14,C,,,,,,,,,,,,,,,
CHE102,Which of the following will not give addition reactions: Propane, propyne, propene, benzene.,Propane,Propyne,Propene,Benzene,A,,,,,,,,,,,,,
CHE102,Which one of the following compounds is not expected to be completely soluble in water at room temperature.,CH3CH2CH2OH,CH3COOH,CH3(CH2)16COOH,CH3,C,,,,,,,,,,,,,,,,
CHE102,The functional group of a molecule does not affect a compound’s,solubility,melting point,reaction with other molecules,carbon chain length,D,,,,,,,,,,,,,,,,
CHE102,The combustion of a hydrocarbon will produce mandatory,SO2,CO2,CO,SO3,B,,,,,,,,,,,,,,,,
CHE102,Which of the following substances presents only primary carbon atoms in its structure?,methane,acetylene,ethane,propane,C,,,,,,,,,,,,,,,,
CHE102,The formula of the compound below represents,primary alcohol,secondary alcohol,tertiary alcohol,quaternary alcohol,C,,,,,,,,,,,,,,,,
CHE102,What can result by the reduction of an aldehyde?,a primary alcohol,a secondary alcohol,a carboxylic acid,a compound with a mixed functional alcohol–aldehyde,A,,,,,,,,,,,,,,,,
CHE102,What can result by the reduction of a ketone?,a primary alcohol,a secondary alcohol,a carboxylic acid,a compound with a mixed functional alcohol–ketone,B,,,,,,,,,,,,,,,,
CHE102,The alcoholic fermentation is a reaction of,dehydration,hydrolysis,esterification,catalyzed enzymatically,D,,,,,,,,,,,,,,,,
CHE102,H2 does not react with any of the isomers of the following molecular formulas,C2H4,C2H2,C6H6,C4H10,D,,,,,,,,,,,,,,,,
CHE102,In which of the following reactions a C-C bond is broken,CH3–CN + 2H2 ? CH3–CH2–NH2,C6H5–CH3 + 3H2 ? C6H11–CH3,C6H5–NO2 + 3H2 ? C6H5–NH2 + 2H2O,C6H5–CH3 + H2 ? C6H6 + CH4,D,,,,,,,,,,,,,,,,
CHE102,Organic compounds can contain other elements such as oxygen or nitrogen. True or False,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Organic compounds are always derived from a living source. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,An unlimited number of carbon atoms can bond together to form chains. True or False,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Most organic compounds contain ionic bonds. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,There are more inorganic compounds than organic compounds. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Most inorganic compounds have a higher melting point than organic compounds. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Inorganic compounds are never found in living systems. True or false,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Isomers always have the same empirical (molecular) formula. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Isomers have identical physical and chemical properties. True or false,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Carbon-carbon bonds are usually strong and covalent. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,A characteristic of the alkanes is that they burn in air. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,What is the reason why there are so many organic compounds?,Organic compounds are produced by living things,There are cyclic organic compounds, and none of the inorganic compounds are cyclic,Carbon atoms can form stable covalent bonds with other carbon atoms,Organic compounds can be larger than inorganic compounds,C,,,,,,,,,,,,,,,
CHE102,Which statement referring to functional groups is correct? Functional groups are,where nothing happens in a chemical reaction,the parts of molecules used to classify organic molecules,where most chemical reaction occur,both B and C,D,,,,,,,,,,,,,,,,
CHE102,Identify the correct statement: The alkanes represent one family of organic compounds composed of carbon compounds,in which the halogens are a major component,in which there is at least one double bond between carbons,that are composed only of carbon and hydrogen,in which hydrogens can be bonded to other hydrogens,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is an alcohol?,CH3CH2COOH,CH3CH2OH,CH3COCH3,CH3CH2Br,B,,,,,,,,,,,,,,,,
CHE102,What is meant by the term "saturated" when describing hydrocarbons?,The hydrocarbons are saturated with water and are wet,The hydrocarbons are saturated with carbons in its parent chain,The hydrocarbons are saturated with hydrogens and have only single bonds between carbons,The compound is pure,C,,,,,,,,,,,,,,,,
CHE102,Which of the following formulas represents a saturated hydrocarbon?,C2H6,C2H4,C3H6,C5H10,A,,,,,,,,,,,,,,,,
CHE102,What is a characteristic shared by the alkanes?,solids,polar,flammable,colored,C,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds exhibits structural isomerism?,propane,methane,butane,ethane,C,,,,,,,,,,,,,,,,
CHE102,An alkane with 10 carbon atoms is a ___ at room temperature.,solid,liquid,gas,not possible to tell,B,,,,,,,,,,,,,,,,
CHE102,Alkanes react readily with,sodium hydroxide,hydrochloric acid,sulfuric acid,none of the above,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,Ethane,Ethanol,Ethyne,None of the above,A,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH3-CH3,CH3-CH2-Br,CH3-CH2-NaBr,CH3-CH3 + 2NaBr,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH4,CH3COOH,CH4 + NaOH,CH4 + NaCO,A,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,H2O + CO2,CH3OH,2CH3OH,CH3COOH,C,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,HCHO,H2O + CO2,CH3OH,HCHO + H2O,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH3COOH + H2O,2CH3COOH + 2H2O,CH3CH2OH,CH3CH2COOH,B,,,,,,,,,,,,,,,,
CHE102,CH3Cl can be used in the manufacture of,silicones,methyl cellulose,synthetic rubber,all of the above,D,,,,,,,,,,,,,,,,
CHE102,Which of the following can be used as local anesthetic?,Chloroethane,Trichlorofluoromethane,Chloroform,Bromotrifluoromethane,A,,,,,,,,,,,,,,,,
CHE102,The first three members are gases, the next fourteen are liquids and the higher ones are solids. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,
CHE102,Straight chain alkenes have higher boiling point than isomeric branched chain compounds. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,This reaction is possible in the presence of the ___ catalyst,Pt/Ni,Ni/Pd,Pt/Pd/Ni,Cu/Pt/Pd,C,,,,,,,,,,,,,,,,
CHE102,Predict the product or products of this reaction.,CH3CH2C=CNa,CH3CH2C=CNH2,CH3CH2C=CNaNH2,CH3CH2CH=CNa,A,,,,,,,,,,,,,,,,
CHE102,Predict the product or products of this reaction.,(CH3CH2)3Br + HBr,(CH3CH2)3CBr + HBr,(CH3CH2)3HBr + HBr,(CH3CH2)2Br + HBr,B,,,,,,,,,,,,,,,,
CHE102,What are hydrocarbons?,Compounds containing only the elements carbon called hydrocarbons,Compounds containing only the elements carbon and oxygen are called hydrocarbons,Compounds containing the elements carbon, hydrogen and oxygen are called hydrocarbons,Compounds containing only the elements carbon and hydrogen are called hydrocarbons,D,,,,,,,,,,,,,,,
CHE102,Choose one which does not belong to this set: C2H2, C3H4, C3H6,C3H6,C2H2,C3H4,None of the above,A,,,,,,,,,,,,,,
CHE102,An organic compound A with the formula C2H6O gives the compound B with the same number of carbon atoms when oxidized, which further undergoes oxidation to acetic acid. Identify the compound A.,Acid,Ethanol,Aldehyde,Ketone,B,,,,,,,,,,,,,,,
CHE102,What are the products of reaction between ethanol and concentrated sulphuric acid at 170oC?,Ethene,Propene and water,Ethene and water,Butene,C,,,,,,,,,,,,,,,,
CHE102,In a molecule of a hydrocarbon, the number of 'C' atoms is '5'. What will be its formula if it is an alkyne?,C5H10,C5H12,C5H8,C5H14,C,,,,,,,,,,,,,,,
CHE102,Which of the following will not give addition reactions: Propane, propyne, propene, benzene.,Propane,Propyne,Propene,Benzene,A,,,,,,,,,,,,,
CHE102,Which one of the following compounds is not expected to be completely soluble in water at room temperature.,CH3CH2CH2OH,CH3COOH,CH3(CH2)16COOH,CH3,C,,,,,,,,,,,,,,,,
CHE102,The functional group of a molecule does not affect a compound’s,solubility,melting point,reaction with other molecules,carbon chain length,D,,,,,,,,,,,,,,,,
CHE102,The combustion of a hydrocarbon will produce mandatory,SO2,CO2,CO,SO3,B,,,,,,,,,,,,,,,,
CHE102,Which of the following substances presents only primary carbon atoms in its structure?,methane,acetylene,ethane,propane,C,,,,,,,,,,,,,,,,
CHE102,The formula of the compound below represents,primary alcohol,secondary alcohol,tertiary alcohol,quaternary alcohol,C,,,,,,,,,,,,,,,,
CHE102,What can result by the reduction of an aldehyde?,a primary alcohol,a secondary alcohol,a carboxylic acid,a compound with a mixed functional alcohol–aldehyde,A,,,,,,,,,,,,,,,,
CHE102,What can result by the reduction of a ketone?,a primary alcohol,a secondary alcohol,a carboxylic acid,a compound with a mixed functional alcohol–ketone,B,,,,,,,,,,,,,,,,
CHE102,The alcoholic fermentation is a reaction of,dehydration,hydrolysis,esterification,catalyzed enzymatically,D,,,,,,,,,,,,,,,,
CHE102,H2 does not react with any of the isomers of the following molecular formulas,C2H4,C2H2,C6H6,C4H10,D,,,,,,,,,,,,,,,,
CHE102,In which of the following reactions a C-C bond is broken,CH3–CN + 2H2 ? CH3–CH2–NH2,C6H5–CH3 + 3H2 ? C6H11–CH3,C6H5–NO2 + 3H2 ? C6H5–NH2 + 2H2O,C6H5–CH3 + H2 ? C6H6 + CH4,D,,,,,,,,,,,,,,,,
CHE102,Organic compounds can contain other elements such as oxygen or nitrogen. True or False,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Organic compounds are always derived from a living source. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,An unlimited number of carbon atoms can bond together to form chains. True or False,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Most organic compounds contain ionic bonds. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,There are more inorganic compounds than organic compounds. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Most inorganic compounds have a higher melting point than organic compounds. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Inorganic compounds are never found in living systems. True or false,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Isomers always have the same empirical (molecular) formula. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Isomers have identical physical and chemical properties. True or false,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Carbon-carbon bonds are usually strong and covalent. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,A characteristic of the alkanes is that they burn in air. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,What is the reason why there are so many organic compounds?,Organic compounds are produced by living things,There are cyclic organic compounds, and none of the inorganic compounds are cyclic,Carbon atoms can form stable covalent bonds with other carbon atoms,Organic compounds can be larger than inorganic compounds,C,,,,,,,,,,,,,,,
CHE102,Which statement referring to functional groups is correct? Functional groups are,where nothing happens in a chemical reaction,the parts of molecules used to classify organic molecules,where most chemical reaction occur,both B and C,D,,,,,,,,,,,,,,,,
CHE102,Identify the correct statement: The alkanes represent one family of organic compounds composed of carbon compounds,in which the halogens are a major component,in which there is at least one double bond between carbons,that are composed only of carbon and hydrogen,in which hydrogens can be bonded to other hydrogens,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is an alcohol?,CH3CH2COOH,CH3CH2OH,CH3COCH3,CH3CH2Br,B,,,,,,,,,,,,,,,,
CHE102,What is meant by the term "saturated" when describing hydrocarbons?,The hydrocarbons are saturated with water and are wet,The hydrocarbons are saturated with carbons in its parent chain,The hydrocarbons are saturated with hydrogens and have only single bonds between carbons,The compound is pure,C,,,,,,,,,,,,,,,,
CHE102,Which of the following formulas represents a saturated hydrocarbon?,C2H6,C2H4,C3H6,C5H10,A,,,,,,,,,,,,,,,,
CHE102,What is a characteristic shared by the alkanes?,solids,polar,flammable,colored,C,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds exhibits structural isomerism?,propane,methane,butane,ethane,C,,,,,,,,,,,,,,,,
CHE102,An alkane with 10 carbon atoms is a ___ at room temperature.,solid,liquid,gas,not possible to tell,B,,,,,,,,,,,,,,,,
CHE102,Alkanes react readily with,sodium hydroxide,hydrochloric acid,sulfuric acid,none of the above,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,Ethane,Ethanol,Ethyne,None of the above,A,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH3-CH3,CH3-CH2-Br,CH3-CH2-NaBr,CH3-CH3 + 2NaBr,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH4,CH3COOH,CH4 + NaOH,CH4 + NaCO,A,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,H2O + CO2,CH3OH,2CH3OH,CH3COOH,C,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,HCHO,H2O + CO2,CH3OH,HCHO + H2O,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH3COOH + H2O,2CH3COOH + 2H2O,CH3CH2OH,CH3CH2COOH,B,,,,,,,,,,,,,,,,
CHE102,CH3Cl can be used in the manufacture of,silicones,methyl cellulose,synthetic rubber,all of the above,D,,,,,,,,,,,,,,,,
CHE102,Which of the following can be used as local anesthetic?,Chloroethane,Trichlorofluoromethane,Chloroform,Bromotrifluoromethane,A,,,,,,,,,,,,,,,,
CHE102,The first three members are gases, the next fourteen are liquids and the higher ones are solids. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,
CHE102,Straight chain alkenes have higher boiling point than isomeric branched chain compounds. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,This reaction is possible in the presence of the ___ catalyst,Pt/Ni,Ni/Pd,Pt/Pd/Ni,Cu/Pt/Pd,C,,,,,,,,,,,,,,,,
CHE102,Hell-Volard-Zelinsky reaction is,regioselective,regiospecific,stereoselective,stereospecific,A,,,,,,,,,,,,,,,,
CHE102,Hell-Volard-Zelinsky reaction substitutes only,a-carbon atom,ß-carbon atom,a-hydrogen,ß-hydrogen,C,,,,,,,,,,,,,,,,
CHE102,In Hell-Volard-Zelinsky a catalytic amount of ___ is needed,sodium,potassium,red phosphorus,bromonium ion,C,,,,,,,,,,,,,,,,
CHE102,Which of these will reduce carboxylic acid to alcohol?,LiAlH4,NaBH4,H2/Pd,H2/Ni,A,,,,,,,,,,,,,,,,
CHE102,ClCH2COOH is more acidic than CH3COOH by reason of,resonance effect,conjugative effect,cummulative effect,inductive effect,D,,,,,,,,,,,,,,,,
CHE102,When the hydrogen of the –COOH is replaced by an alkyl group (R) it becomes,an amide,an ester,a ketone,an alkane,B,,,,,,,,,,,,,,,,
CHE102,The end result of the reduction of carboxylic acid by borane (B2H4) is,an aldehyde,a ketone,an alcohol,an alkane,C,,,,,,,,,,,,,,,,
CHE102,Benzene can be differentiated from an alkene by the reaction,it burns with sooty luminous flame,it boils at 78oC,it does not decolourise bromine water,it melts at 5.5oC,C,,,,,,,,,,,,,,,,
CHE102,Which of these groups will be good meta directing group,0,0,–NO2,–Cl,C,,,,,,,,,,,,,,,,
CHE102,Benzene is insoluble in,chloroform,ethanol,water,acetone,C,,,,,,,,,,,,,,,,
CHE102,Benzene can be produced from,ethylene,acetylene,methylene,propylene,B,,,,,,,,,,,,,,,,
CHE102,Benzene is resistant to oxidation and reduction because double bonds are,three,cummulated,additive,conjugated,D,,,,,,,,,,,,,,,,
CHE102,The name of this compound: CH2COOH,acetic benzene acid,benzyl acid,benzoic acid,2-phenylacetic acid,D,,,,,,,,,,,,,,,,
CHE102,Benzene ring undergoes,substitution reactions,oxidation reaction,addition reaction,reduction reaction,A,,,,,,,,,,,,,,,,
CHE102,Benzene is most available from this,petroleum,natural products,wood,sawdust,A,,,,,,,,,,,,,,,,
CHE102,Benzene is oxidized readily with,ozone,oxygen,chlorine,potassium permanganate,A,,,,,,,,,,,,,,,,
CHE102,Acetophenone is easily prepared by,Friedel-Crafts benzoylation,Friedel-Crafts alkylation,Friedel-Crafts acylation,phenylation of acetone,C,,,,,,,,,,,,,,,,
CHE102,The periodic table is a chart that arranges element according to,Atomic mass,Atomic number,Molecular mass,None of the above,B,,,,,,,,,,,,,,,,
CHE102,The principal use of diamond is in,Lighting,Jewelry,Lead pencil,Saw,B,,,,,,,,,,,,,,,,
CHE102,The ability of metals to conduct electricity is due to,Surface tension,Smooth surface,Presence of free mobile electrons,High tension,C,,,,,,,,,,,,,,,,
CHE102,The reason why graphite is used as electrodes is due to,Absence of free mobile electrons,Presence of free mobile p electrons,Rigid structure,Flexible structure,B,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not alkaline-earth metal?,Ba,Sr,Mg,Pd,D,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not an alkali metal?,Li,Na,Ba,Cs,C,,,,,,,,,,,,,,,,
CHE102,What is an alloy?,A miscible mixture of two or three metals at their molten states,Two nonmetals,Nonmetals,Gases,A,,,,,,,,,,,,,,,,
CHE102,The Morseley’s equation is,E=mc2,B=a(Z–b),PV=mc2,PV/T=constant,B,,,,,,,,,,,,,,,,
CHE102,Metals on ionization become charged with smaller,Sizes,Sites,Sources,Momentum,A,,,,,,,,,,,,,,,,
CHE102,Diamond has which hybridization?,Sp,Sp2,Sp3,Spd,C,,,,,,,,,,,,,,,,
CHE102,Is graphite convertible to diamond?,Yes,No,Uncertain,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Electrolysis of water produces,Hydrogen and oxygen,Nitrogen and coke,Cola nut,Bitter cola,A,,,,,,,,,,,,,,,,
